Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PUT,set_key_85,1459,1,500,521.3865661411926,50,3014,249.05003427004797,4.870160713198776,0.0033380128260443974,500,600,680,720,860,1000,1200,1600,2700,3000,3000
PUT,set_key_86,1444,0,510,524.3718836565097,79,2280,250.35318559556788,4.82009052080811,0.0,510,610,680,720,860,1000,1200,1500,2200,2300,2300
PUT,set_key_87,1483,0,520,542.9312204989885,85,3482,250.58327714093053,4.9502730210238415,0.0,520,620,700,740,880,1000,1200,1600,3000,3500,3500
PUT,set_key_88,1487,1,520,554.9596503026228,48,3232,250.49764626765298,4.963625072328019,0.0033380128260443974,520,620,700,740,920,1000,1300,1600,2700,3200,3200
PUT,set_key_89,1461,0,520,545.5475701574264,83,2950,249.63175906913074,4.876836738850865,0.0,520,610,690,740,880,1000,1300,1700,2800,3000,3000
PUT,set_key_9,1423,0,520,550.2044975404076,85,3529,245.81447645818693,4.749992251461178,0.0,520,630,700,760,900,1000,1200,1500,3000,3500,3500
PUT,set_key_90,1421,1,510,519.018296973962,49,2927,250.6305418719212,4.743316225809089,0.0033380128260443974,510,600,680,720,850,980,1100,1400,2800,2900,2900
PUT,set_key_91,1429,0,500,510.739678096571,81,3219,250.80965710286915,4.770020328417444,0.0,500,600,670,710,860,970,1100,1200,2700,3200,3200
PUT,set_key_92,1401,0,530,548.1184867951463,85,2677,250.57387580299786,4.6765559692882,0.0,530,630,710,750,890,1000,1200,1600,2500,2700,2700
PUT,set_key_93,1537,0,520,553.2719583604425,82,3528,250.57449577098242,5.130525713630239,0.0,520,640,700,740,910,1000,1300,1600,3000,3500,3500
PUT,set_key_94,1441,1,500,518.2873004857738,51,2560,250.49548924358083,4.810076482329976,0.0033380128260443974,500,600,670,720,870,1000,1200,1700,2500,2600,2600
PUT,set_key_95,1491,1,510,524.6934942991281,50,3290,250.65325285043596,4.976977123632197,0.0033380128260443974,510,610,690,730,870,980,1100,1400,2900,3300,3300
PUT,set_key_96,1445,1,510,534.5778546712803,51,2998,249.6221453287197,4.8234285336341545,0.0033380128260443974,510,610,700,740,890,1000,1300,1700,2700,3000,3000
PUT,set_key_97,1474,0,520,545.9389416553596,80,2549,249.74084124830392,4.920230905589442,0.0,520,620,700,750,890,1000,1300,1600,2500,2500,2500
PUT,set_key_98,1445,1,520,541.2200692041522,50,2980,249.65121107266435,4.8234285336341545,0.0033380128260443974,520,610,690,730,890,1000,1200,1700,2800,3000,3000
PUT,set_key_99,1400,2,510,514.78,49,3431,250.45642857142857,4.673217956462156,0.006676025652088795,510,600,680,720,870,990,1200,1400,2800,3400,3400
,Aggregated,290651,46,500,505.4528730332942,38,4144,182.17799353864257,970.1967659026301,0.15354858999804227,500,590,660,700,840,980,1200,1500,2500,3400,4100
