Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1650823358,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1650823359,50,,Aggregated,0.000000,0.000000,110,140,170,180,210,270,320,410,440,440,440,336,0,110,135.33035714285714,75,440,184.89285714285714
1650823360,100,,Aggregated,0.000000,0.000000,140,180,200,210,300,400,480,610,910,910,910,775,0,140,171.9974193548387,75,906,184.5432258064516
1650823361,150,,Aggregated,87.000000,0.000000,190,220,290,300,400,470,610,800,1100,1200,1200,1235,0,190,218.1910931174089,75,1200,184.25587044534413
1650823362,200,,Aggregated,238.000000,0.000000,210,300,330,380,470,600,790,890,1200,1300,1300,1663,0,210,263.3084786530367,75,1287,185.10823812387252
1650823363,250,,Aggregated,311.666667,0.000000,290,370,410,470,590,710,890,1000,1500,1600,1600,2099,0,290,316.31252977608386,75,1613,184.60743211052883
1650823364,300,,Aggregated,345.750000,0.000000,310,410,500,530,700,800,960,1100,1600,1700,1700,2539,0,310,367.2768806616778,75,1672,184.45096494682946
1650823365,350,,Aggregated,363.400000,0.000000,380,500,590,650,790,950,1100,1300,1600,1700,1700,2943,0,380,420.93815834182806,75,1747,184.06184165817194
1650823366,400,,Aggregated,375.666667,0.000000,400,580,690,750,890,1000,1200,1400,1700,2000,2000,3347,0,400,474.8990140424261,75,1981,185.05975500448162
1650823367,450,,Aggregated,381.714286,0.000000,480,660,770,810,980,1100,1300,1500,2000,2200,2200,3797,0,480,528.0160653147221,75,2163,184.4780089544377
1650823368,500,,Aggregated,384.375000,0.000000,520,720,810,890,1100,1200,1400,1600,2100,2900,2900,4228,0,520,577.1712393566698,75,2851,184.74053926206244
1650823369,500,,Aggregated,389.000000,0.000000,600,800,900,980,1100,1300,1500,1700,2500,2900,2900,4722,0,600,633.3888182973317,75,2851,184.6243117323168
1650823370,500,,Aggregated,394.700000,0.000000,670,850,950,1000,1200,1300,1600,1800,2500,2900,2900,5206,0,670,671.558778332693,75,2851,184.19765655013447
1650823371,500,,Aggregated,427.400000,0.000000,710,890,990,1100,1200,1300,1600,1800,2500,2900,2900,5713,0,710,704.3794853842114,75,2851,183.9072291265535
1650823372,500,,Aggregated,438.600000,0.000000,750,910,1000,1100,1200,1400,1600,1800,2500,2900,2900,6188,0,740,728.3170652876536,75,2851,183.82239819004525
1650823373,500,,Aggregated,440.200000,0.000000,790,930,1000,1100,1200,1400,1600,1800,2500,2900,2900,6679,0,790,749.9839796376704,75,2851,183.52912112591704
