Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1650825650,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1650825651,50,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1650825652,100,,Aggregated,0.000000,0.000000,100,120,140,150,170,1100,1200,1200,1200,1200,1200,813,0,100,176.73677736777367,76,1183,169.37761377613776
1650825653,150,,Aggregated,0.000000,0.000000,120,140,150,160,190,240,1100,1200,1200,1200,1200,1860,0,120,152.79408602150536,76,1183,174.98870967741937
1650825654,200,,Aggregated,212.000000,0.000000,130,160,180,190,230,280,440,1200,1200,1200,1200,2942,0,130,162.15941536369817,76,1183,177.17946974847044
1650825655,250,,Aggregated,473.666667,0.000000,150,180,210,220,270,330,480,1100,1200,1200,1200,3972,0,150,178.28549848942598,76,1183,178.0591641490433
1650825656,300,,Aggregated,615.500000,0.000000,170,200,230,260,310,390,550,950,1200,1200,1200,5041,0,170,196.91549295774647,76,1183,178.50981948026185
1650825657,350,,Aggregated,702.200000,0.000000,180,220,270,290,370,460,650,930,1200,1500,1500,6155,0,180,218.0123476848091,76,1548,178.9429731925264
1650825658,400,,Aggregated,762.666667,0.000000,200,250,290,320,400,520,700,870,1200,1500,1500,7296,0,200,236.55509868421052,76,1548,179.64761513157896
1650825659,450,,Aggregated,804.428571,0.000000,210,280,320,350,460,570,760,900,1200,1500,1500,8367,0,210,256.34779490856937,76,1548,179.87474602605474
1650825660,500,,Aggregated,841.375000,0.000000,230,300,350,390,500,620,790,940,1200,1500,1500,9455,0,230,276.0800634584876,76,1548,180.1632998413538
1650825661,500,,Aggregated,869.888889,0.000000,250,320,380,420,540,660,830,1000,1300,1500,1500,10600,0,250,295.91867924528304,76,1548,180.30811320754717
1650825662,500,,Aggregated,895.300000,0.000000,270,350,400,450,570,690,850,980,1200,1500,1500,11691,0,270,310.76657257719614,76,1548,180.49645026088444
1650825663,500,,Aggregated,996.400000,0.000000,290,370,420,460,580,700,850,980,1300,1500,1500,12802,0,290,322.16411498203405,76,1548,180.5122637087955
1650825664,500,,Aggregated,1069.500000,0.000000,300,380,430,480,600,720,860,990,1200,1500,1500,13895,0,300,333.5471032745592,76,1548,180.57740194314502
1650825665,500,,Aggregated,1085.200000,0.000000,300,390,450,490,600,720,870,990,1200,1500,1500,15017,0,300,342.426250249717,76,1548,180.66045148831324
1650825666,500,,Aggregated,1089.000000,0.000000,310,400,460,500,610,720,860,980,1200,1500,1500,16213,0,310,348.7355825572072,76,1548,180.68099673101833
1650825667,500,,Aggregated,1092.300000,0.000000,320,400,470,500,610,720,860,970,1200,1500,1500,17396,0,320,353.8339273396183,76,1548,180.7371234766613
1650825668,500,,Aggregated,1101.900000,0.000000,320,410,470,510,620,720,860,970,1200,1500,1500,18556,0,320,358.46119853416684,76,1548,180.79354386721275
1650825669,500,,Aggregated,1114.900000,0.000000,330,410,480,510,620,720,860,970,1200,1500,1500,19719,0,330,363.8540493939855,76,1548,180.85440438156093
1650825670,500,,Aggregated,1122.200000,0.000000,340,420,480,520,620,730,850,970,1200,1500,1500,20839,0,340,367.86707615528576,76,1548,180.80613273189692
1650825671,500,,Aggregated,1121.900000,0.000000,350,420,480,520,630,730,860,970,1200,1500,1500,21942,0,350,372.18890711876764,76,1548,180.7982863913955
1650825672,500,,Aggregated,1125.000000,0.000000,350,420,490,520,630,730,860,970,1200,1500,1600,22729,0,350,374.9769897487791,76,1616,180.88420080073914
1650825673,500,,Aggregated,1134.800000,0.000000,360,440,500,540,640,750,870,980,1300,1500,1900,23749,0,360,383.3338245820877,76,1931,180.89885889932208
1650825674,500,,Aggregated,1129.700000,0.000000,380,460,510,540,640,750,870,980,1200,1500,1900,24869,0,380,387.49008806144195,76,1931,180.85411556556355
