Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/get/key_0,1210,0,520,551.4801652892562,85,1678,116.1,4.051899946250913,0.0,520,630,700,770,960,1000,1100,1200,1400,1700,1700
GET,/get/key_1,1303,0,510,546.8104374520337,86,1550,116.12125863392171,4.363326966913173,0.0,510,610,690,760,960,1000,1100,1300,1500,1600,1600
GET,/get/key_10,1210,0,500,542.2404958677686,86,1717,117.11322314049586,4.051899946250913,0.0,500,610,700,760,950,1000,1100,1200,1400,1700,1700
GET,/get/key_100,1255,0,520,553.6254980079681,90,1629,118.12828685258964,4.2025904401197485,0.0,520,630,710,770,960,1000,1100,1200,1600,1600,1600
GET,/get/key_11,1275,0,520,553.3411764705883,94,2161,117.12941176470588,4.269563992950342,0.0,520,620,700,760,970,1000,1100,1200,1400,2200,2200
GET,/get/key_12,1254,0,510,545.9106858054226,88,1615,117.12121212121212,4.199241762478219,0.0,510,620,700,760,940,1000,1100,1200,1600,1600,1600
GET,/get/key_13,1264,0,510,539.2246835443038,86,1574,117.10443037974683,4.232728538893515,0.0,510,610,680,740,950,1000,1100,1200,1500,1600,1600
GET,/get/key_14,1224,0,520,562.1887254901961,86,1529,117.13888888888889,4.098781433232328,0.0,520,640,720,800,980,1000,1100,1200,1500,1500,1500
GET,/get/key_15,1152,0,510,552.1475694444445,89,1609,117.11805555555556,3.8576766430421916,0.0,510,620,700,760,970,1000,1100,1200,1600,1600,1600
GET,/get/key_16,1220,0,510,541.3467213114754,83,2443,117.12868852459016,4.085386722666209,0.0,510,600,680,740,950,1000,1100,1200,1500,2400,2400
GET,/get/key_17,1219,0,510,551.9680065627564,85,1491,117.13535684987694,4.08203804502468,0.0,510,620,700,770,970,1000,1100,1200,1400,1500,1500
GET,/get/key_18,1252,0,520,561.8474440894569,93,1676,117.13418530351437,4.192544407195159,0.0,520,630,710,770,960,1000,1100,1200,1600,1700,1700
GET,/get/key_19,1260,0,530,557.8031746031746,87,1541,117.12380952380953,4.219333828327397,0.0,530,640,710,770,960,1000,1100,1200,1400,1500,1500
GET,/get/key_2,1247,0,520,551.5196471531676,85,1911,116.08821170809944,4.175801018987511,0.0,520,620,700,770,950,1000,1100,1200,1600,1900,1900
GET,/get/key_20,1290,0,520,548.7697674418605,87,1586,117.09612403100775,4.319794157573288,0.0,520,620,710,780,970,1000,1100,1200,1500,1600,1600
GET,/get/key_21,1309,0,520,549.4980901451489,82,1449,117.14056531703591,4.383419032762351,0.0,520,620,700,770,950,1000,1100,1200,1400,1400,1400
GET,/get/key_22,1293,0,520,553.629543696829,91,1619,117.12993039443155,4.329840190497876,0.0,520,610,690,760,970,1000,1100,1200,1600,1600,1600
GET,/get/key_23,1247,0,520,554.5733761026463,85,1703,117.13712910986368,4.175801018987511,0.0,520,620,720,770,960,1000,1100,1200,1600,1700,1700
GET,/get/key_24,1281,0,510,543.2513661202186,89,2031,117.11241217798595,4.28965605879952,0.0,510,620,690,750,950,1000,1100,1100,1400,2000,2000
GET,/get/key_25,1275,0,500,541.1098039215686,87,1581,117.12392156862745,4.269563992950342,0.0,500,610,680,760,940,1000,1100,1200,1500,1600,1600
GET,/get/key_26,1201,0,520,554.0274771024147,85,1679,117.1315570358035,4.021761847477146,0.0,520,630,710,780,960,1000,1100,1200,1400,1700,1700
GET,/get/key_27,1247,0,510,551.4811547714514,84,1622,117.12510024057738,4.175801018987511,0.0,510,610,700,750,970,1000,1100,1200,1600,1600,1600
GET,/get/key_28,1246,0,520,556.322632423756,84,1557,117.13643659711076,4.1724523413459815,0.0,520,620,710,790,980,1000,1100,1300,1500,1600,1600
