Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1650824695,500,,Aggregated,895.100000,0.000000,500,630,720,770,920,1000,1200,1300,1600,1900,2700,106597,0,500,548.8153700385565,81,2706,184.69800275805136
1650824696,500,,Aggregated,894.200000,0.000000,500,630,720,770,920,1000,1200,1300,1600,1900,2700,107574,0,500,548.5445181921282,81,2706,184.71564690352687
1650824697,500,,Aggregated,902.900000,0.000000,500,630,720,770,920,1000,1200,1300,1600,1900,2700,108506,0,500,548.5003778592888,81,2706,184.7197482166885
1650824698,500,,Aggregated,907.100000,0.000000,500,630,720,770,920,1000,1200,1300,1600,1900,2700,109441,0,500,548.4047843130088,81,2706,184.71270364854124
1650824699,500,,Aggregated,911.500000,0.000000,500,630,720,770,920,1000,1200,1300,1600,1900,2700,110233,0,500,548.3934756379668,81,2706,184.7256901290902
1650824700,500,,Aggregated,913.200000,0.000000,500,630,720,770,920,1000,1200,1300,1600,1900,2700,111067,0,500,549.405611027578,81,2706,184.6505262589248
1650824701,500,,Aggregated,917.300000,0.000000,500,630,720,780,920,1000,1200,1300,1600,1900,2700,111962,0,500,549.9384434004394,81,2706,184.7404297886783
1650824702,500,,Aggregated,883.200000,0.000000,500,630,720,770,920,1000,1200,1300,1600,1900,2700,112842,0,500,549.9014728558516,81,2706,184.7249339784832
1650824703,500,,Aggregated,871.800000,0.000000,500,630,720,770,920,1000,1200,1300,1600,1900,2700,113736,0,500,550.0245304916649,81,2706,184.73900084405992
1650824704,500,,Aggregated,878.000000,0.000000,500,630,720,780,920,1000,1200,1300,1600,1900,2700,114584,0,500,550.3573361027718,81,2706,184.7463171123368
1650824705,500,,Aggregated,876.800000,0.000000,500,630,720,780,920,1000,1200,1300,1600,1900,2700,115403,0,500,550.6562567697547,81,2706,184.74412276977202
1650824706,500,,Aggregated,875.500000,0.000000,500,630,720,780,920,1000,1200,1300,1600,1900,2700,116290,0,500,550.9887350589045,81,2706,184.75500042995958
1650824707,500,,Aggregated,868.500000,0.000000,500,630,720,780,920,1000,1200,1300,1600,1900,2700,117215,0,500,551.1919464232393,81,2706,184.7475152497547
1650824708,500,,Aggregated,857.900000,0.000000,500,630,720,780,930,1000,1200,1300,1600,1900,2700,118069,0,500,551.4176456140053,81,2706,184.76211367928923
1650824709,500,,Aggregated,852.400000,0.000000,500,630,720,780,920,1000,1200,1300,1600,1900,2700,119032,0,500,551.5327642986759,81,2706,184.76398783520398
