Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1650820407,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1650820408,50,,Aggregated,0.000000,0.000000,610,620,630,910,950,950,950,950,950,950,950,40,0,610,548.375,138,954,200.25
1650820409,100,,Aggregated,0.000000,0.000000,620,950,1000,1000,1300,1600,1600,1700,1700,1700,1700,57,0,620,731.9122807017544,138,1669,209.50877192982455
1650820410,150,,Aggregated,15.000000,0.000000,1100,1100,1200,1300,1700,2000,2600,2600,2700,2700,2700,106,0,1100,1034.622641509434,138,2718,199.11320754716982
1650820411,200,,Aggregated,26.500000,0.000000,1100,1200,1600,1700,2600,2700,2800,2800,3000,3000,3000,123,0,1100,1221.1869918699188,138,3045,201.4390243902439
1650820412,250,,Aggregated,31.666667,0.000000,1700,2100,2100,2300,3100,3500,3800,3900,3900,3900,3900,194,0,1700,1679.9742268041236,138,3855,199.45876288659792
1650820413,300,,Aggregated,28.000000,0.000000,1900,2100,2200,2600,3300,3900,4800,4800,4800,4800,4800,214,0,1900,1835.3551401869158,138,4830,198.29439252336448
1650820414,350,,Aggregated,33.400000,0.000000,2100,2400,2700,2700,3500,4600,4800,5300,5400,5400,5400,256,0,2100,2053.3515625,138,5428,196.4296875
1650820415,400,,Aggregated,32.333333,0.000000,2100,2700,3000,3100,3700,4800,5200,5400,5800,5800,5800,291,0,2100,2243.725085910653,138,5822,194.70103092783506
1650820416,450,,Aggregated,32.000000,0.000000,2200,2800,3300,3500,4800,6300,6700,6700,7000,7000,7000,322,0,2200,2540.2080745341614,138,7013,195.6304347826087
1650820417,500,,Aggregated,34.250000,0.000000,2600,3100,3600,3900,5500,7000,7300,7700,8000,8000,8000,357,0,2600,2825.719887955182,138,8010,196.52941176470588
1650820418,500,,Aggregated,34.444444,0.000000,2700,3600,4200,4500,7000,7700,8000,8000,8400,8400,8400,403,0,2700,3202.2506203473945,138,8379,197.62779156327542
1650820419,500,,Aggregated,33.700000,0.000000,3000,3900,4500,4800,7300,8000,8400,8600,9400,9400,9400,439,0,3000,3423.223234624146,138,9430,198.32801822323464
1650820420,500,,Aggregated,35.600000,0.000000,3300,4400,5000,5200,7800,8600,9900,9900,10000,10000,10000,491,0,3300,3789.016293279022,138,10004,198.89816700611
1650820421,500,,Aggregated,37.500000,0.000000,3500,4600,5200,5400,7800,9100,9900,9900,10000,10000,10000,513,0,3500,3900.345029239766,138,10116,198.635477582846
1650820422,500,,Aggregated,35.500000,0.000000,3700,4900,5400,6500,8400,9900,11000,11000,11000,11000,11000,549,0,3700,4190.260473588342,138,10729,198.87613843351548
1650820423,500,,Aggregated,38.400000,0.000000,4000,5200,6000,7300,9600,11000,11000,12000,12000,12000,12000,596,0,4000,4553.256711409396,138,11857,199.2986577181208
1650820424,500,,Aggregated,36.600000,0.000000,4300,5500,6400,7700,10000,11000,12000,12000,12000,12000,12000,628,0,4300,4818.452229299363,138,11904,200.43630573248407
1650820425,500,,Aggregated,38.100000,0.000000,4600,6300,7000,8000,11000,12000,12000,12000,13000,13000,13000,690,0,4600,5191.669565217391,138,13188,199.7913043478261
1650820426,500,,Aggregated,38.700000,0.000000,5100,6800,7400,8400,11000,12000,13000,13000,13000,13000,13000,755,0,5100,5532.921854304635,138,13405,198.7390728476821
1650820427,500,,Aggregated,39.100000,0.000000,5200,6900,7700,9100,12000,12000,13000,13000,15000,15000,15000,783,0,5200,5699.094508301405,138,14820,199.0970625798212
1650820428,500,,Aggregated,41.100000,0.000000,5400,7300,8000,9200,12000,12000,13000,14000,15000,15000,15000,831,0,5400,5912.422382671481,138,14855,197.40312876052948
1650820429,500,,Aggregated,42.700000,0.000000,5700,7400,8200,9600,12000,13000,13000,14000,15000,15000,15000,859,0,5700,6076.499417927823,138,14855,197.63096623981374
1650820430,500,,Aggregated,43.400000,0.000000,6000,7800,8700,9900,12000,13000,14000,15000,15000,15000,15000,904,0,6000,6308.472345132744,138,15388,197.44911504424778
1650820431,500,,Aggregated,41.600000,0.000000,6400,8100,9000,10000,12000,13000,15000,15000,17000,17000,17000,953,0,6400,6594.572927597062,138,17403,197.78174186778594
1650820432,500,,Aggregated,43.800000,0.000000,6900,8700,9400,11000,13000,15000,17000,18000,19000,20000,20000,1030,0,6900,7032.096116504855,138,19519,197.3388349514563
