Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PUT,set_key_25,84,0,9000,9046.261904761905,1018,14080,248.8095238095238,0.2807083150425625,0.0,9000,9300,9500,9600,10000,10000,14000,14000,14000,14000,14000
PUT,set_key_26,89,0,9100,8824.123595505618,1125,12598,247.68539325842696,0.29741714331890545,0.0,9100,9300,9500,9600,9800,10000,12000,13000,13000,13000,13000
PUT,set_key_27,89,0,9100,9167.134831460675,3854,17674,247.73033707865167,0.29741714331890545,0.0,9100,9300,9500,9600,9900,13000,17000,18000,18000,18000,18000
PUT,set_key_28,90,0,9100,9097.08888888889,1731,20225,246.9111111111111,0.30075890897417407,0.0,9100,9300,9400,9500,9800,10000,20000,20000,20000,20000,20000
PUT,set_key_29,84,0,9000,9082.357142857143,4536,14393,247.8095238095238,0.2807083150425625,0.0,9000,9200,9500,9500,9700,9800,13000,14000,14000,14000,14000
PUT,set_key_3,92,0,9200,9109.739130434782,2011,14388,243.7826086956522,0.3074424402847113,0.0,9200,9300,9500,9600,9800,10000,14000,14000,14000,14000,14000
PUT,set_key_30,74,0,9100,8924.878378378378,4527,12751,247.83783783783784,0.24729065848987647,0.0,9100,9200,9300,9500,9600,9700,11000,13000,13000,13000,13000
PUT,set_key_31,77,0,9000,9156.12987012987,4284,20228,246.66233766233765,0.25731595545568225,0.0,9000,9200,9500,9600,9800,11000,15000,20000,20000,20000,20000
PUT,set_key_32,72,0,9000,8990.555555555555,3142,15983,246.88888888888889,0.24060712717933927,0.0,9000,9100,9300,9500,9700,9900,14000,16000,16000,16000,16000
PUT,set_key_33,89,0,9100,9438.955056179775,3523,20496,247.7078651685393,0.29741714331890545,0.0,9100,9200,9400,9600,10000,13000,14000,20000,20000,20000,20000
PUT,set_key_34,76,0,9200,9467.368421052632,2086,18362,247.77631578947367,0.25397418980041364,0.0,9200,9500,9700,9800,11000,13000,16000,18000,18000,18000,18000
PUT,set_key_35,79,0,9200,9897.632911392406,6523,20192,248.83544303797467,0.2639994867662195,0.0,9200,9300,9400,9600,13000,18000,19000,20000,20000,20000,20000
PUT,set_key_36,70,0,9100,9243.685714285713,2402,17074,246.71428571428572,0.23392359586880207,0.0,9100,9300,9500,9800,11000,13000,14000,17000,17000,17000,17000
PUT,set_key_37,84,0,9100,9345.92857142857,2801,20228,247.79761904761904,0.2807083150425625,0.0,9100,9200,9500,9600,10000,13000,18000,20000,20000,20000,20000
PUT,set_key_38,64,0,9200,9225.859375,296,18362,247.90625,0.21387300193719044,0.0,9200,9500,9600,9700,10000,13000,14000,18000,18000,18000,18000
PUT,set_key_39,86,0,9100,9228.186046511628,1131,21298,248.4418604651163,0.28739184635309967,0.0,9200,9300,9400,9500,9800,10000,21000,21000,21000,21000,21000
PUT,set_key_4,81,0,9000,9011.185185185184,3116,20497,243.90123456790124,0.27068301807675665,0.0,9000,9200,9400,9500,9800,12000,15000,20000,20000,20000,20000
PUT,set_key_40,78,0,9100,8979.97435897436,2237,19317,248.6153846153846,0.26065772111095087,0.0,9100,9200,9400,9500,9700,9900,15000,19000,19000,19000,19000
PUT,set_key_41,89,0,9200,9238.483146067416,2086,17043,247.79775280898878,0.29741714331890545,0.0,9200,9400,9600,9700,10000,12000,14000,17000,17000,17000,17000
PUT,set_key_42,74,0,9000,9278.581081081082,1738,20139,247.83783783783784,0.24729065848987647,0.0,9100,9200,9400,9600,9800,13000,19000,20000,20000,20000,20000
PUT,set_key_43,79,0,9100,9094.556962025317,2011,13811,248.77215189873417,0.2639994867662195,0.0,9100,9400,9500,9600,9900,12000,13000,14000,14000,14000,14000
PUT,set_key_44,82,0,9200,9507.926829268292,8349,18513,248.64634146341464,0.27402478373202527,0.0,9200,9400,9600,9700,10000,11000,17000,19000,19000,19000,19000
PUT,set_key_45,80,0,9000,8948.2,2735,15202,247.875,0.2673412524214881,0.0,9000,9200,9300,9500,9800,9900,12000,15000,15000,15000,15000
PUT,set_key_46,68,0,9000,8901.79411764706,2727,13301,247.6764705882353,0.22724006455826487,0.0,9000,9200,9500,9600,9900,11000,12000,13000,13000,13000,13000
PUT,set_key_47,86,0,9000,8964.116279069767,295,17690,247.86046511627907,0.28739184635309967,0.0,9000,9300,9500,9700,9900,10000,14000,18000,18000,18000,18000
PUT,set_key_48,76,0,9100,9325.078947368422,949,22601,246.73684210526315,0.25397418980041364,0.0,9100,9200,9400,9500,10000,15000,20000,23000,23000,23000,23000
PUT,set_key_49,62,0,9200,9144.5,2086,17403,247.7741935483871,0.20718947062665324,0.0,9200,9300,9400,9500,9800,12000,14000,17000,17000,17000,17000
PUT,set_key_5,80,0,9100,9188.4,4826,15100,244.675,0.2673412524214881,0.0,9200,9300,9400,9500,9700,12000,14000,15000,15000,15000,15000
PUT,set_key_50,89,0,9200,9268.865168539325,2662,17608,247.82022471910113,0.29741714331890545,0.0,9200,9400,9500,9700,9900,13000,17000,18000,18000,18000,18000
PUT,set_key_51,88,0,9200,9350.329545454546,952,19488,247.75,0.2940753776636369,0.0,9200,9400,9500,9600,10000,13000,17000,19000,19000,19000,19000
PUT,set_key_52,71,0,9200,9190.521126760563,1075,20187,246.7887323943662,0.23726536152407066,0.0,9200,9400,9500,9700,10000,12000,14000,20000,20000,20000,20000
PUT,set_key_53,82,0,9100,9199.841463414634,4837,14025,246.58536585365854,0.27402478373202527,0.0,9100,9200,9300,9400,9500,11000,13000,14000,14000,14000,14000
PUT,set_key_54,65,0,9200,9427.415384615384,3732,17723,248.44615384615383,0.21721476759245906,0.0,9200,9500,9600,9700,12000,13000,14000,18000,18000,18000,18000
PUT,set_key_55,77,0,9100,9114.688311688311,4900,14610,248.71428571428572,0.25731595545568225,0.0,9100,9400,9500,9600,10000,10000,14000,15000,15000,15000,15000
PUT,set_key_56,72,0,9100,9156.875,1058,18492,247.70833333333334,0.24060712717933927,0.0,9200,9300,9500,9700,10000,13000,17000,18000,18000,18000,18000
PUT,set_key_57,84,0,9100,8772.095238095239,915,17079,248.35714285714286,0.2807083150425625,0.0,9100,9200,9400,9500,9800,10000,15000,17000,17000,17000,17000
PUT,set_key_58,80,0,9000,8976.6125,1338,14820,247.85,0.2673412524214881,0.0,9000,9200,9400,9400,9800,11000,14000,15000,15000,15000,15000
PUT,set_key_59,82,0,9000,8739.939024390244,1010,13988,247.70731707317074,0.27402478373202527,0.0,9000,9200,9400,9500,9700,10000,14000,14000,14000,14000,14000
PUT,set_key_6,77,0,9000,8880.337662337663,2626,18507,242.87012987012986,0.25731595545568225,0.0,9000,9300,9400,9600,9800,10000,18000,19000,19000,19000,19000
PUT,set_key_60,87,0,9100,9363.091954022988,3600,15084,246.86206896551724,0.2907336120083683,0.0,9100,9400,9500,9600,9800,12000,15000,15000,15000,15000,15000
PUT,set_key_61,79,0,9200,9337.493670886075,5237,19055,247.78481012658227,0.2639994867662195,0.0,9200,9400,9500,9500,9900,10000,13000,19000,19000,19000,19000
PUT,set_key_62,88,0,9000,8533.579545454546,302,19703,247.02272727272728,0.2940753776636369,0.0,9000,9200,9400,9500,9700,10000,11000,20000,20000,20000,20000
PUT,set_key_63,84,0,9100,9516.166666666666,624,21560,247.35714285714286,0.2807083150425625,0.0,9100,9300,9500,9800,12000,14000,19000,22000,22000,22000,22000
PUT,set_key_64,87,0,9000,9170.103448275862,1094,19485,248.77011494252875,0.2907336120083683,0.0,9000,9400,9600,9700,10000,14000,17000,19000,19000,19000,19000
PUT,set_key_65,88,0,9000,8829.522727272728,342,18512,248.9090909090909,0.2940753776636369,0.0,9000,9200,9300,9400,9600,10000,14000,19000,19000,19000,19000
