Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1650822071,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1650822072,50,,Aggregated,0.000000,0.000000,190,200,240,250,300,340,440,530,560,560,560,226,0,190,196.92477876106196,77,558,187.26991150442478
1650822073,100,,Aggregated,0.000000,0.000000,240,300,360,390,470,560,790,860,950,950,950,446,0,240,282.6838565022422,77,950,187.42376681614348
1650822074,150,,Aggregated,0.000000,0.000000,310,400,470,500,600,700,870,1100,1600,1600,1600,669,0,310,358.76681614349775,77,1647,187.73094170403587
1650822075,200,,Aggregated,125.500000,0.000000,400,500,580,650,790,940,1300,1500,2000,2000,2000,884,0,400,445.2239819004525,77,1962,187.83484162895928
1650822076,250,,Aggregated,152.333333,0.000000,480,620,720,800,990,1200,1500,1700,2000,2300,2300,1088,0,480,540.5955882352941,77,2269,186.66819852941177
1650822077,300,,Aggregated,174.000000,0.000000,550,770,890,990,1200,1400,1700,1900,2800,2800,2800,1298,0,550,637.828967642527,77,2768,187.98767334360554
1650822078,350,,Aggregated,183.000000,0.000000,660,900,1000,1100,1300,1500,1900,2100,2800,2800,2800,1504,0,660,731.155585106383,77,2768,187.2719414893617
1650822079,400,,Aggregated,186.666667,0.000000,790,1100,1200,1300,1500,1800,2000,2300,2800,2800,2800,1737,0,790,825.9804260218768,77,2768,187.29073114565344
1650822080,450,,Aggregated,189.285714,0.000000,900,1200,1300,1400,1700,1900,2300,2500,2900,3100,3100,1983,0,900,929.3136661623803,77,3051,187.37367624810892
1650822081,500,,Aggregated,191.500000,0.000000,1000,1300,1400,1500,1800,2200,2400,2700,3100,3800,3800,2162,0,1000,1011.6891766882516,77,3838,187.31359851988898
1650822082,500,,Aggregated,193.666667,0.000000,1100,1400,1600,1700,2000,2300,2700,2900,3600,3800,3800,2373,0,1100,1109.9599662874,77,3838,187.67045933417614
1650822083,500,,Aggregated,198.700000,0.000000,1200,1500,1700,1800,2200,2500,2800,3200,3800,3900,3900,2615,0,1200,1202.6933078393881,77,3918,187.4982791586998
1650822084,500,,Aggregated,218.500000,0.000000,1300,1600,1800,2000,2300,2600,3100,3400,4300,4800,4800,2937,0,1300,1302.796050391556,77,4850,186.22131426625808
1650822085,500,,Aggregated,214.300000,0.000000,1300,1700,1900,2000,2300,2600,3100,3500,4300,4800,4800,3121,0,1300,1340.639218199295,77,4850,185.90740147388658
1650822086,500,,Aggregated,216.500000,0.000000,1400,1800,1900,2100,2300,2600,3100,3500,4300,4800,4800,3417,0,1400,1395.3751829089845,77,4850,185.71173544044484
1650822087,500,,Aggregated,225.000000,0.000000,1500,1800,2000,2100,2400,2600,3100,3500,4300,4800,4800,3660,0,1500,1438.7098360655739,77,4850,185.4792349726776
1650822088,500,,Aggregated,221.000000,0.000000,1500,1800,2000,2100,2400,2600,3100,3400,4300,4800,4800,3951,0,1500,1471.5530245507466,77,4850,185.09719058466212
1650822089,500,,Aggregated,230.000000,0.000000,1600,1900,2000,2100,2300,2600,3100,3400,4300,4800,4800,4201,0,1600,1493.5858129016901,77,4850,184.68578909783386
1650822090,500,,Aggregated,233.500000,0.000000,1600,1900,2000,2100,2300,2600,3100,3400,4300,4800,4800,4462,0,1600,1519.751232631107,77,4850,184.51591214701926
